WiFi Sensor,Time,Temperature (∞C)
9300,11/02/2016 16:07:31,26.2
9301,11/02/2016 16:07:41,26.1
9302,11/02/2016 16:07:51,26.1
9303,11/02/2016 16:08:01,26.1
9304,11/02/2016 16:08:11,26.1
9305,11/02/2016 16:08:21,26.1
9306,11/02/2016 16:08:31,26
9307,11/02/2016 16:08:41,26
9308,11/02/2016 16:08:51,26.1
9309,11/02/2016 16:09:01,26.1
9310,11/02/2016 16:09:11,24
9311,11/02/2016 16:09:21,21.9
9312,11/02/2016 16:09:31,20.3
9313,11/02/2016 16:09:41,20.9
9314,11/02/2016 16:09:51,21.5
9315,11/02/2016 16:10:01,21.7
9316,11/02/2016 16:10:11,21.9
9317,11/02/2016 16:10:21,22
9318,11/02/2016 16:10:31,22
9319,11/02/2016 16:10:41,22.1
